
0,0,4,5,7,4,5,12,4,5,28,4,5,20,4,5,9,4,5,9,4,5,12,4,5,17,4,5,8,4,5,13,4,5,12,4,5,10,4,5,7,4,5,18,4,5,16,4,5,10,4,5,10,4,5,22,4,5,10,4,5,14,4,5,12,4,5,10,4,5,10,4,5,16,4,5,19,4,5,15,4,5,20,4,5,20,4,5,16,4,5,10,4,5,11,4,5,20,4,5,16,4,5,23,4,5,0
0,7,4,0,0,4,0,13,4,0,30,4,0,21,4,0,9,4,0,2,4,0,14,4,0,20,4,0,9,4,0,15,4,0,10,4,0,8,4,0,8,4,0,19,4,0,16,4,0,6,4,0,7,4,0,23,4,0,4,4,0,15,4,0,12,4,0,8,4,0,11,4,0,16,4,0,20,4,0,15,4,0,21,4,0,22,4,0,16,4,0,10,4,0,8,4,0,21,4,0,17,4,0,25,4,0,0
0,12,26,14,13,26,14,0,26,14,17,26,14,8,26,14,12,26,14,13,26,14,12,26,14,18,26,14,11,26,14,13,26,14,13,26,14,11,26,14,11,26,14,20,26,14,11,26,14,12,26,14,14,26,14,19,26,14,12,26,14,15,26,14,13,26,14,12,26,14,13,26,14,16,26,14,17,26,14,15,26,14,19,26,14,18,26,14,16,26,14,12,26,14,12,26,14,19,26,14,16,26,14,23,26,14,0
0,28,1,0,30,1,0,17,1,0,0,1,0,9,1,0,27,1,0,30,1,0,27,1,0,27,1,0,27,1,0,26,1,0,22,1,0,23,1,0,27,1,0,26,1,0,25,1,0,28,1,0,30,1,0,21,1,0,29,1,0,28,1,0,26,1,0,27,1,0,27,1,0,25,1,0,23,1,0,25,1,0,24,1,0,25,1,0,26,1,0,27,1,0,29,1,0,26,1,0,25,1,0,26,1,0,0
0,20,3,0,21,3,0,8,3,0,9,3,0,0,3,0,20,3,0,21,3,0,20,3,0,20,3,0,19,3,0,19,3,0,13,3,0,19,3,0,19,3,0,20,3,0,19,3,0,20,3,0,21,3,0,15,3,0,20,3,0,21,3,0,19,3,0,19,3,0,18,3,0,18,3,0,17,3,0,19,3,0,18,3,0,19,3,0,20,3,0,19,3,0,20,3,0,20,3,0,18,3,0,22,3,0,0
0,9,0,1,9,0,1,12,0,1,27,0,1,20,0,1,0,0,1,9,0,1,12,0,1,18,0,1,9,0,1,15,0,1,11,0,1,9,0,1,10,0,1,19,0,1,16,0,1,10,0,1,10,0,1,22,0,1,10,0,1,17,0,1,12,0,1,11,0,1,12,0,1,16,0,1,19,0,1,15,0,1,20,0,1,20,0,1,15,0,1,11,0,1,10,0,1,19,0,1,16,0,1,22,0,1,0
0,9,16,14,2,16,14,13,16,14,30,16,14,21,16,14,9,16,14,0,16,14,12,16,14,18,16,14,7,16,14,13,16,14,8,16,14,8,16,14,8,16,14,20,16,14,17,16,14,6,16,14,7,16,14,23,16,14,4,16,14,17,16,14,11,16,14,8,16,14,12,16,14,18,16,14,19,16,14,14,16,14,20,16,14,23,16,14,17,16,14,10,16,14,8,16,14,22,16,14,18,16,14,27,16,14,0
0,12,0,1,14,0,1,12,0,1,27,0,1,20,0,1,12,0,1,12,0,1,0,0,1,6,0,1,5,0,1,11,0,1,12,0,1,14,0,1,12,0,1,18,0,1,16,0,1,14,0,1,16,0,1,22,0,1,15,0,1,15,0,1,14,0,1,14,0,1,15,0,1,17,0,1,16,0,1,13,0,1,16,0,1,21,0,1,17,0,1,13,0,1,15,0,1,20,0,1,17,0,1,24,0,1,0
0,17,2,0,20,2,0,18,2,0,27,2,0,20,2,0,18,2,0,18,2,0,6,2,0,0,2,0,11,2,0,5,2,0,18,2,0,20,2,0,18,2,0,21,2,0,19,2,0,20,2,0,21,2,0,23,2,0,19,2,0,17,2,0,17,2,0,15,2,0,18,2,0,18,2,0,15,2,0,15,2,0,15,2,0,20,2,0,19,2,0,18,2,0,20,2,0,19,2,0,18,2,0,23,2,0,0
0,8,0,3,9,0,3,11,0,3,27,0,3,19,0,3,9,0,3,7,0,3,5,0,3,11,0,3,0,0,3,6,0,3,8,0,3,9,0,3,7,0,3,18,0,3,16,0,3,10,0,3,11,0,3,22,0,3,10,0,3,14,0,3,11,0,3,10,0,3,12,0,3,17,0,3,17,0,3,12,0,3,18,0,3,21,0,3,16,0,3,9,0,3,10,0,3,21,0,3,17,0,3,25,0,3,0
0,13,2,1,15,2,1,13,2,1,26,2,1,19,2,1,15,2,1,13,2,1,11,2,1,5,2,1,6,2,1,0,2,1,13,2,1,15,2,1,13,2,1,20,2,1,17,2,1,16,2,1,16,2,1,22,2,1,14,2,1,14,2,1,13,2,1,10,2,1,14,2,1,16,2,1,15,2,1,11,2,1,17,2,1,20,2,1,15,2,1,13,2,1,15,2,1,19,2,1,16,2,1,24,2,1,0
0,12,9,0,10,9,0,13,9,0,22,9,0,13,9,0,11,9,0,8,9,0,12,9,0,18,9,0,8,9,0,13,9,0,0,9,0,11,9,0,10,9,0,18,9,0,17,9,0,11,9,0,10,9,0,15,9,0,10,9,0,17,9,0,14,9,0,10,9,0,12,9,0,15,9,0,15,9,0,11,9,0,16,9,0,20,9,0,14,9,0,11,9,0,11,9,0,19,9,0,15,9,0,23,9,0,0
0,10,0,3,8,0,3,11,0,3,23,0,3,19,0,3,9,0,3,8,0,3,14,0,3,20,0,3,9,0,3,15,0,3,11,0,3,0,0,3,9,0,3,19,0,3,16,0,3,9,0,3,7,0,3,23,0,3,7,0,3,17,0,3,13,0,3,9,0,3,12,0,3,15,0,3,19,0,3,15,0,3,20,0,3,15,0,3,16,0,3,11,0,3,9,0,3,19,0,3,15,0,3,24,0,3,0
0,7,1,0,8,1,0,11,1,0,27,1,0,19,1,0,10,1,0,8,1,0,12,1,0,18,1,0,7,1,0,13,1,0,10,1,0,9,1,0,0,1,0,19,1,0,15,1,0,9,1,0,10,1,0,22,1,0,8,1,0,16,1,0,12,1,0,8,1,0,12,1,0,16,1,0,19,1,0,14,1,0,20,1,0,21,1,0,15,1,0,8,1,0,9,1,0,20,1,0,16,1,0,25,1,0,0
