
0,7,11,12,14,15,14,15,14,17,14,13,26,22,15,20,13,25,16,20,13,14,12,12,13,15,11,12,15,21,16,13,13,11,9,12,10,11,17,15,17,16,12,17,12,12,21,15,19,23,19,33,22,29,18,15,19,20,25,16,26,15,23,14,23,23,16,21,17,22,19,14,16,19,15,26,15,14,11,15,12,22,17,16,12,9,19,12,20,13,32,24,22,18,12,0,0,0,0
7,1,11,11,14,9,13,9,14,17,8,12,22,18,15,20,12,24,14,20,12,13,13,10,13,15,12,13,15,23,14,11,11,9,9,11,10,10,19,15,16,16,10,17,12,10,20,15,19,21,20,29,22,25,18,9,18,16,25,11,26,8,24,7,23,23,10,20,11,22,15,12,16,19,15,22,15,14,10,15,11,17,17,14,11,9,13,12,15,12,28,23,21,11,11,0,0,0,0
11,11,3,6,16,12,10,16,14,14,15,13,25,21,13,18,13,25,15,18,13,15,14,9,11,14,11,11,13,21,17,10,11,7,10,10,9,9,19,16,18,13,9,14,11,10,18,14,19,21,15,30,19,26,15,14,15,18,21,17,21,14,17,16,19,18,18,20,17,20,20,14,15,17,14,25,14,13,9,12,10,23,18,16,11,7,20,12,22,14,31,23,20,18,11,0,0,0,0
12,11,5,1,18,16,14,17,15,16,15,13,27,24,16,20,13,26,16,20,13,15,15,10,13,15,12,13,13,24,16,12,12,7,11,6,6,6,20,17,19,15,8,16,12,9,21,15,20,26,20,34,22,30,18,17,19,23,26,18,26,13,21,15,23,23,17,21,18,22,21,13,17,18,15,27,15,15,7,16,9,22,15,14,9,6,22,14,23,15,32,24,22,20,12,0,0,0,0
14,13,16,18,2,18,15,18,14,19,17,15,27,19,14,18,13,23,11,20,12,11,14,16,15,13,10,16,17,21,18,15,15,14,17,19,20,18,16,11,14,11,16,15,17,18,12,15,18,27,18,32,20,29,17,17,18,21,24,18,25,18,20,18,20,20,18,19,16,20,21,18,16,17,15,27,15,13,19,18,15,22,19,20,19,14,20,19,20,19,30,23,22,18,18,0,0,0,0
15,9,12,16,18,3,10,5,12,17,5,12,16,11,11,16,10,21,13,18,12,13,16,13,15,15,15,14,15,23,17,13,13,15,15,17,17,16,19,17,18,15,16,15,14,15,21,17,19,15,16,21,18,17,16,6,16,11,21,11,21,8,19,8,19,17,10,21,10,20,13,15,17,18,15,16,17,15,16,13,16,15,17,17,15,14,11,14,13,16,23,21,19,10,14,0,0,0,0
14,13,10,14,11,8,0,12,5,13,12,5,23,12,4,11,3,18,6,13,5,6,14,13,15,14,8,13,14,21,16,12,12,13,15,16,18,14,19,15,18,12,12,15,15,15,19,14,18,22,19,28,17,24,14,13,18,17,22,17,22,14,19,15,19,16,17,21,16,20,20,16,15,16,13,23,14,14,15,12,14,21,17,16,16,11,17,15,19,15,29,21,20,17,13,0,0,0,0
15,9,16,17,18,5,12,2,8,19,6,13,16,14,14,18,12,22,14,18,12,12,17,14,16,14,15,15,15,24,17,14,15,16,16,18,17,16,20,18,18,17,16,16,14,15,22,18,19,18,20,22,20,18,19,9,18,14,24,12,25,8,22,8,22,20,10,21,10,20,9,15,12,19,17,16,17,17,17,16,17,16,18,18,15,15,12,16,12,16,23,23,20,6,11,0,0,0,0
14,14,14,15,12,12,5,8,0,14,13,6,23,15,7,13,5,19,7,13,5,5,15,13,15,13,8,14,14,23,16,12,14,14,16,17,15,14,20,16,19,13,12,17,15,15,19,15,18,25,18,29,18,25,16,15,17,20,23,19,24,14,21,14,21,19,17,20,16,19,16,16,13,16,14,23,15,15,16,15,15,22,18,17,16,12,18,17,18,16,30,23,21,13,10,0,0,0,0
17,17,14,16,19,17,13,19,14,1,17,12,25,15,15,4,12,13,15,4,12,14,18,16,17,18,14,17,16,20,18,16,16,16,17,18,17,17,20,19,20,18,15,18,15,16,19,17,20,25,19,31,21,28,18,18,19,22,25,18,25,17,22,17,23,22,18,20,19,22,21,16,18,18,16,25,17,17,17,16,17,23,17,17,17,16,20,16,22,16,29,22,19,20,16,0,0,0,0
14,8,15,15,17,5,12,6,13,17,3,10,14,13,13,16,10,21,13,17,11,11,15,12,14,15,13,14,14,23,15,14,13,13,13,16,14,14,20,17,18,16,13,16,12,12,18,12,19,20,16,23,20,19,17,8,18,15,25,11,26,8,24,8,23,22,10,21,9,19,15,14,18,18,15,17,16,15,15,14,14,13,16,15,13,15,12,14,13,15,24,22,20,11,15,0,0,0,0
13,12,13,13,11,12,5,13,6,12,8,1,21,14,6,11,3,18,6,12,4,4,14,11,13,13,6,13,13,22,15,13,12,11,13,15,12,12,19,15,18,13,9,17,13,12,18,10,18,26,15,30,19,26,16,15,17,21,24,18,25,15,23,14,22,21,17,20,15,18,21,14,16,17,13,24,14,15,14,14,12,19,16,15,14,12,18,14,19,15,31,23,21,18,14,0,0,0,0
26,22,25,27,27,16,23,16,23,25,14,21,1,18,22,24,22,25,21,25,23,24,27,24,25,23,24,25,25,23,23,26,26,25,25,30,26,27,22,26,24,25,26,23,23,24,21,12,21,13,17,10,22,6,18,20,21,19,27,18,26,18,25,19,24,24,18,22,17,21,12,23,18,19,15,4,16,27,27,25,26,17,24,25,25,26,18,25,18,25,23,27,24,20,27,500,1000,0,0
22,18,21,24,19,11,12,14,15,15,13,14,18,2,10,12,12,20,14,14,14,15,24,22,23,22,17,21,22,25,23,21,21,22,22,26,23,24,22,22,21,22,22,21,20,22,22,20,22,17,21,17,17,14,14,16,21,14,24,16,23,15,23,16,23,22,17,25,16,22,14,21,21,18,18,18,20,23,25,18,22,17,23,24,23,21,17,22,16,22,17,18,17,16,23,0,0,0,0
15,15,13,16,11,11,4,14,7,15,13,6,22,9,0,12,4,18,6,14,6,7,16,14,15,15,9,13,16,21,16,14,14,14,15,18,15,16,20,15,18,14,14,18,16,17,18,14,18,24,17,25,14,21,13,15,16,18,21,17,23,14,19,15,19,18,18,21,15,18,20,17,16,14,13,22,14,15,17,11,15,20,18,18,17,13,18,17,18,16,25,17,16,18,16,0,0,0,0
20,20,18,20,18,16,11,18,13,4,16,11,24,12,12,2,10,12,14,3,11,13,22,19,21,20,15,21,20,22,22,19,18,18,21,22,21,21,21,21,20,21,19,19,18,20,21,18,20,24,19,28,21,25,19,21,21,22,24,20,23,19,22,19,22,21,19,21,20,21,20,20,20,20,15,24,18,20,21,20,20,23,20,21,21,18,22,20,22,19,28,21,20,19,19,0,0,0,0
13,12,13,13,10,10,3,12,5,12,10,6,22,12,4,9,1,18,7,11,7,5,14,11,13,13,8,13,13,21,16,12,11,11,14,15,16,13,20,15,18,13,11,16,14,14,20,13,18,25,16,29,17,25,14,16,18,20,23,17,23,14,21,14,21,19,16,19,15,18,20,15,15,15,10,22,13,14,14,16,12,21,17,16,15,10,18,15,19,14,29,21,20,17,13,0,0,0,0
25,24,25,26,23,21,18,22,19,13,21,18,25,20,18,12,18,1,12,12,18,19,24,24,23,23,20,24,25,24,25,24,23,24,25,28,25,27,25,24,24,24,25,23,22,25,25,22,24,28,24,30,25,27,23,25,25,26,27,26,25,25,25,25,25,25,25,25,25,25,26,25,24,24,22,24,21,24,25,25,26,26,25,25,26,25,26,26,26,25,31,24,25,24,25,500,0,0,0
16,14,15,16,11,13,6,14,7,15,13,6,21,14,6,14,6,13,0,14,6,7,16,14,15,15,8,14,16,21,15,14,14,14,16,18,17,16,19,15,18,13,13,17,15,16,18,12,16,26,16,28,19,24,15,16,16,21,23,18,24,16,21,15,20,19,18,18,16,18,22,17,14,16,13,20,11,15,16,17,16,21,17,17,17,14,18,17,19,17,31,23,21,18,16,500,0,0,0
20,20,18,20,20,18,13,18,13,4,17,12,25,14,14,3,11,12,14,3,11,14,22,20,20,21,14,20,20,22,22,20,19,19,21,22,20,21,21,21,20,21,19,19,17,20,22,19,17,25,20,30,21,27,20,21,21,23,25,20,24,20,23,20,23,23,19,21,21,22,20,20,20,21,18,21,15,20,21,20,21,24,20,21,21,20,22,20,22,20,29,22,21,20,20,0,0,0,0
13,12,13,13,12,12,5,12,5,12,11,4,23,14,6,11,3,18,6,9,1,6,14,12,12,13,6,12,13,22,15,13,12,12,14,15,12,13,19,14,17,13,11,16,13,14,19,14,14,26,18,30,19,26,16,15,16,20,23,16,24,14,22,14,21,20,16,19,16,19,20,15,15,17,13,21,14,15,14,15,13,21,17,15,15,12,16,15,18,15,31,23,22,18,14,0,0,0,0
